Text,Language,clean_text
"Time fulani si mbali sana Theudas alitokezea, anadai ati yeni somebody, na ka wadhii soo nne wakajipanga na yeye.Alimadwa, wadhi wotemafans wake wakasambazwa, ikafikia zero.",Sheng,"time fulani si mbali sana theudas alitokezea, anadai ati yeni somebody, na ka wadhii soo nne wakajipanga na yeye.alimadwa, wadhi wotemafans wake wakasambazwa, ikafikia zero."
"After yeye, Judas, jamaa wa Galilee akatokezea zile days za census aka lead wadhi kadhaa kwa revolution. Ye pia alidedishwa, na mafans wake wote waka scatter.",Sheng,"after yeye, judas, jamaa wa galilee akatokezea zile days za census aka lead wadhi kadhaa kwa revolution. ye pia alidedishwa, na mafans wake wote waka scatter."
Ma priest na hadi capi wa mabanga wa temple na ma sadducees wakakam up kwa Pitaa na Johnie vile walikuwa wakibonga na wasee.,Sheng,ma priest na hadi capi wa mabanga wa temple na ma sadducees wakakam up kwa pitaa na johnie vile walikuwa wakibonga na wasee.
Walikuwa wameumwa sana ati ma apostles wanabonga wakifunza wadhii na kudai kwa jina la Yesu ati kuna kurauka kwa the dead.,Sheng,walikuwa wameumwa sana ati ma apostles wanabonga wakifunza wadhii na kudai kwa jina la yesu ati kuna kurauka kwa the dead.
"So bila kuwaweka, walishika Pitaa na Johnie na ju ilikuwa ma evening, waliwatupa jail hadi day next.",Sheng,"so bila kuwaweka, walishika pitaa na johnie na ju ilikuwa ma evening, waliwatupa jail hadi day next."
"Lakini wadhii wengi wenye waliskia hiyo message walibelieve, na ile number ya wadhii ma member ikagrow hadi five k.",Sheng,"lakini wadhii wengi wenye waliskia hiyo message walibelieve, na ile number ya wadhii ma member ikagrow hadi five k."
"Day ya next masonkwo wanarule, wazae na maodijo wa sheria wakakutana Jerusa.",Sheng,"day ya next masonkwo wanarule, wazae na maodijo wa sheria wakakutana jerusa."
"Annas yule high priest alikuwaga pale, pia Caiaphashakuhata, Johnie, Alexander na wadhii wengine majamaa wa famo ya the high priest.",Sheng,"annas yule high priest alikuwaga pale, pia caiaphashakuhata, johnie, alexander na wadhii wengine majamaa wa famo ya the high priest."
"Wakahave Peter aletwe pamoja na Johnie mbele yao na wakaanza kuwadunga maswali: ""Na powergani ama jina gani mna do ivi?""",Sheng,"wakahave peter aletwe pamoja na johnie mbele yao na wakaanza kuwadunga maswali: ""na powergani ama jina gani mna do ivi?"""
"Kisha Peter, akiwa amejazwa na holyspirit, akadai kwao: ""Ma rulers na wazaewa wadhii!",Sheng,"kisha peter, akiwa amejazwa na holyspirit, akadai kwao: ""ma rulers na wazaewa wadhii!"
"Ka tuna calliwa tutoe report leo ati niaje tulioneshana kindness kwa jamaa cripple na tunaulizwa niaje vile ali healiwa,",Sheng,"ka tuna calliwa tutoe report leo ati niaje tulioneshana kindness kwa jamaa cripple na tunaulizwa niaje vile ali healiwa,"
"kisha jueni ivi, nyi na wadhii wote wasee wa israel:ni kwa jina la Yesu Kristo yule jamaawa Nazareth,mwenyemlicrucify lakini mwenye sir Godi aliraise from the dead,that huyu jamaa anastand mbele yenu akiwa healed.",Sheng,"kisha jueni ivi, nyi na wadhii wote wasee wa israel:ni kwa jina la yesu kristo yule jamaawa nazareth,mwenyemlicrucify lakini mwenye sir godi aliraise from the dead,that huyu jamaa anastand mbele yenu akiwa healed."
"Yeye njo "" ' ile jiwe, ma contractor wa ku build mbanyu mlichuja, yenye sasa chenki njo jiwe ya korna, yenye inapimanisha zingine.'",Sheng,"yeye njo "" ' ile jiwe, ma contractor wa ku build mbanyu mlichuja, yenye sasa chenki njo jiwe ya korna, yenye inapimanisha zingine.'"
"Wokovu haipatikani kwa mse mwingine,ju hanaku jina ingine chini yaheaven yenye imepeanwa kwawadhii by which tu ni lazima wasave-ike.",Sheng,"wokovu haipatikani kwa mse mwingine,ju hanaku jina ingine chini yaheaven yenye imepeanwa kwawadhii by which tu ni lazima wasave-ike."
"Vile walicheki the courage ya Peter na Johnie na wakamesea ati hawa wadhii walikuwa hawajafika shule kusoma, wananchi ordinaree, walishangazwa meja hadi ikabidi wametake note ati hawa wajamaa walikuwaga wame hangout na JC.",Sheng,"vile walicheki the courage ya peter na johnie na wakamesea ati hawa wadhii walikuwa hawajafika shule kusoma, wananchi ordinaree, walishangazwa meja hadi ikabidi wametake note ati hawa wajamaa walikuwaga wame hangout na jc."
"Lakini ju pia walikuwa wakicheki jamaa mwenye alipona amestand pale pale nao, hanaku tuki wangebonga.",Sheng,"lakini ju pia walikuwa wakicheki jamaa mwenye alipona amestand pale pale nao, hanaku tuki wangebonga."
"So waka waamrisha wakitoe from hiyo meeting iliitwa sanhedrin, njo at least wazae wado ka consultation ki siri siri.",Sheng,"so waka waamrisha wakitoe from hiyo meeting iliitwa sanhedrin, njo at least wazae wado ka consultation ki siri siri."
"Wakaulizana niaje,""Tuta do what na hawa wadhii?Kila msee mwenye anapoleaga Jerusa ashamesea kuwa hawa ma chali wame do miracle ingine tu outsnadingtumbaya, hatuwezi kwara.",Sheng,"wakaulizana niaje,""tuta do what na hawa wadhii?kila msee mwenye anapoleaga jerusa ashamesea kuwa hawa ma chali wame do miracle ingine tu outsnadingtumbaya, hatuwezi kwara."
"Lakini njo tusiwaweke na ku prevent hii something isi spread zaidi kati ya wadhii, lazima tuwapee onyo ingine kali wasibonge kwa mse any na hii name.""",Sheng,"lakini njo tusiwaweke na ku prevent hii something isi spread zaidi kati ya wadhii, lazima tuwapee onyo ingine kali wasibonge kwa mse any na hii name."""
So wakawa call ndani tena na kuwa command wasibonge na hiyo jina ama ku teach kabisa na the name ya Jesus.,Sheng,so wakawa call ndani tena na kuwa command wasibonge na hiyo jina ama ku teach kabisa na the name ya jesus.
"Lakini Peter na Johnie wakashow kitu iko,""Kuweni ma judge nyi wenyewekama nipoa kwa macho ya sir Godi tukiwaobey kuliko sir Godi.",Sheng,"lakini peter na johnie wakashow kitu iko,""kuweni ma judge nyi wenyewekama nipoa kwa macho ya sir godi tukiwaobey kuliko sir godi."
"Ju si hatuwezi jizuia kubonga ju ya zile drama tumecheki na kuskia.""",Sheng,"ju si hatuwezi jizuia kubonga ju ya zile drama tumecheki na kuskia."""
"Sa baada ya vitisho wakawaachilia ku go. Hawange decide vile ya kuwapunish,ju wadhii wote walikuwa wakipraise sir Godi ju ya chenye kilikuwa kimehappen.",Sheng,"sa baada ya vitisho wakawaachilia ku go. hawange decide vile ya kuwapunish,ju wadhii wote walikuwa wakipraise sir godi ju ya chenye kilikuwa kimehappen."
Ju yule boy mwenye aliponywa vi miraculously alikuwa over miaka forty.,Sheng,ju yule boy mwenye aliponywa vi miraculously alikuwa over miaka forty.
"Vile waliget release yao hivi, Peter na Johnie waliishia back kwa wadhii wao na kureport kila kitu chenye priest masonkwo na wazae walikuwa wamewashow.",Sheng,"vile waliget release yao hivi, peter na johnie waliishia back kwa wadhii wao na kureport kila kitu chenye priest masonkwo na wazae walikuwa wamewashow."
"Vile waliskia ivi, wakapaza sauti zao tugezza wakipray sir Godi.Wakasema niaje,""Mtukufu bwana, ume make heaven na earth na sea, na kila kitu in them.",Sheng,"vile waliskia ivi, wakapaza sauti zao tugezza wakipray sir godi.wakasema niaje,""mtukufu bwana, ume make heaven na earth na sea, na kila kitu in them."
"Ulispeak na the holy spirit kupitia mdomo ya servant wako,mbuyuz wetu Davie:"" 'Mbona ma nations zinaleta hasira na wadhii wanapanga mipango empty?",Sheng,"ulispeak na the holy spirit kupitia mdomo ya servant wako,mbuyuz wetu davie:"" 'mbona ma nations zinaleta hasira na wadhii wanapanga mipango empty?"
Kings masonkwo wa the earth washa take stand zao na ma leaders washa gather tugezza against bwana mdosi na against yule annointed wake.',Sheng,kings masonkwo wa the earth washa take stand zao na ma leaders washa gather tugezza against bwana mdosi na against yule annointed wake.'
"Cha ukweli Hero na Pontius Pilate walimeet pamoja na ma nations zingine pamoja na wadhii wa Israel kwa hiijiji kuchora mradi against servant wakomholy, JC, mwenye uli annoint.",Sheng,"cha ukweli hero na pontius pilate walimeet pamoja na ma nations zingine pamoja na wadhii wa israel kwa hiijiji kuchora mradi against servant wakomholy, jc, mwenye uli annoint."
Walido chenye power yako na will yako ilidecide kabla that i happen.,Sheng,walido chenye power yako na will yako ilidecide kabla that i happen.
"Sa bwana mdos, consider vitisho zao na u make ma servants wako wa speak word yako kimangoto.",Sheng,"sa bwana mdos, consider vitisho zao na u make ma servants wako wa speak word yako kimangoto."
"Stretch outmkono yako kuheal na ku perform ishara miraculous pamoja na ma wonders kupitia jina ya servant wako JC.""",Sheng,"stretch outmkono yako kuheal na ku perform ishara miraculous pamoja na ma wonders kupitia jina ya servant wako jc."""
"Bahada yao kupray, place yenye walikuwa wakidunga meeting ika shakeiwa.Na wakajazwa wote na the holy spirit wakanego word ya sir Godi na boldness.",Sheng,"bahada yao kupray, place yenye walikuwa wakidunga meeting ika shakeiwa.na wakajazwa wote na the holy spirit wakanego word ya sir godi na boldness."
"Wote believers wenye walikuwa hapo walikuwa in one mind na heart moja. Hanakumse alileta kujua ati chochote chake kilikuwa chake pekee, lakini wote walishare kila kitu chenye walikuwa nacho.",Sheng,"wote believers wenye walikuwa hapo walikuwa in one mind na heart moja. hanakumse alileta kujua ati chochote chake kilikuwa chake pekee, lakini wote walishare kila kitu chenye walikuwa nacho."
"Sa na nguvu zingine meja ma apostles walizidi ku testify ju ya kuraushwa kwa bwanamdos Jc from the dead, na grace inginetumassoive ilikuwa juu yao wote.",Sheng,"sa na nguvu zingine meja ma apostles walizidi ku testify ju ya kuraushwa kwa bwanamdos jc from the dead, na grace inginetumassoive ilikuwa juu yao wote."
"Sa day moja, Peter na Johnie walikuwa wapipanda juu kwa temple ile matime ya maombi - masaa tisa ivi afte.",Sheng,"sa day moja, peter na johnie walikuwa wapipanda juu kwa temple ile matime ya maombi - masaa tisa ivi afte."
"Sa mse mmoja cripple toka kuzaliwa alikuwa akibebwa hadi kwa gate ya temple inaitwa beautiful, place alikuwa akiwekwa kila day ku omba omba toka kwa wale wadhi walikuwa wakiingia kwa temple.",Sheng,"sa mse mmoja cripple toka kuzaliwa alikuwa akibebwa hadi kwa gate ya temple inaitwa beautiful, place alikuwa akiwekwa kila day ku omba omba toka kwa wale wadhi walikuwa wakiingia kwa temple."
"Vile Peter na Johnie walikuwa karibu kuingia, akawauliza wamkanje munde kiasi.",Sheng,"vile peter na johnie walikuwa karibu kuingia, akawauliza wamkanje munde kiasi."
"Peter akamcheki straight kama tu Johnie.Alafu Peter akadai, ""Ebu tucheki!""",Sheng,"peter akamcheki straight kama tu johnie.alafu peter akadai, ""ebu tucheki!"""
"Kisha Peter akadai,""Masilver ama gold hatuna,lakini chenye niko nacho nakugei. Katika Jina la Jesus christ yule jamaa wa Nazareth, tembea.""",Sheng,"kisha peter akadai,""masilver ama gold hatuna,lakini chenye niko nacho nakugei. katika jina la jesus christ yule jamaa wa nazareth, tembea."""
"Akimkwachu by the right hand, akamsaidia kurauka,na vi instant miguu za jamaa na ankles za jamaa zikapata nguvu.",Sheng,"akimkwachu by the right hand, akamsaidia kurauka,na vi instant miguu za jamaa na ankles za jamaa zikapata nguvu."
"Akajump kwa miguu zake na kuanza kutembea. Kisha vile aliishia nao kwa verandah za temple, akiwalk na kuruka tu na kupraise sir Godi.",Sheng,"akajump kwa miguu zake na kuanza kutembea. kisha vile aliishia nao kwa verandah za temple, akiwalk na kuruka tu na kupraise sir godi."
"Vile wadhii wote walicheki akitembea na kupraise sir Godi,",Sheng,"vile wadhii wote walicheki akitembea na kupraise sir godi,"
"Wakamrecognize kama yule jamaa same tu mwenye alikuwa akipoleaga akibeg kwa mlango ya temple, hapo kwa gate iliitwaga Beautiful,na wakajazwa na kushangaa na kujazzika at chenye kilim-happenia.",Sheng,"wakamrecognize kama yule jamaa same tu mwenye alikuwa akipoleaga akibeg kwa mlango ya temple, hapo kwa gate iliitwaga beautiful,na wakajazwa na kushangaa na kujazzika at chenye kilim-happenia."
"Sa beggar akizidi kushikilia akina Pitaa na Johnie, wadhii wote walikuwa wameshangaa na walikam wakikimbia kwao iyo place iliitwaga porch ya Solomon.",Sheng,"sa beggar akizidi kushikilia akina pitaa na johnie, wadhii wote walikuwa wameshangaa na walikam wakikimbia kwao iyo place iliitwaga porch ya solomon."
"Vile Pitaa alicheki hivi akawashow: ""Wadhii wa-israel, mbona hii inawa surprise? Mbona mnastare at sisi ni ka kwa nguvu zetu ama ju si ni wase godly saana ati tume make huyu jamaa a walk?",Sheng,"vile pitaa alicheki hivi akawashow: ""wadhii wa-israel, mbona hii inawa surprise? mbona mnastare at sisi ni ka kwa nguvu zetu ama ju si ni wase godly saana ati tume make huyu jamaa a walk?"
"Yule God wa Abraham, Izzo na Jacob, buzzenga wa mambuyus wetu, amesha glorify servant wake JC. Mlimsare over amadwe, na mkamruka mbele ya Pilate, ingawa Pilate alikuwa ameshapanga kumwachilia a go.",Sheng,"yule god wa abraham, izzo na jacob, buzzenga wa mambuyus wetu, amesha glorify servant wake jc. mlimsare over amadwe, na mkamruka mbele ya pilate, ingawa pilate alikuwa ameshapanga kumwachilia a go."
Mlisha m-disown yule mse holy na mse righteous na kudai ati jamaa mwuwaji asareiwe kwenu.,Sheng,mlisha m-disown yule mse holy na mse righteous na kudai ati jamaa mwuwaji asareiwe kwenu.
"Mlimada yule mwanzo wa life, lakini sir Godi alimraise toka from the dead. Si ni ma witness wa hii.",Sheng,"mlimada yule mwanzo wa life, lakini sir godi alimraise toka from the dead. si ni ma witness wa hii."
"By faith katika jina la Yesu, this jamaa mwenye mnacheki na mwenye mnajua alimakeiwa mstrong. Ilikuwa katika jina la yesu na faith yenye inakam through yeye that aligeiwa healing complete kwake, ka vile nyi wote mnacheki.",Sheng,"by faith katika jina la yesu, this jamaa mwenye mnacheki na mwenye mnajua alimakeiwa mstrong. ilikuwa katika jina la yesu na faith yenye inakam through yeye that aligeiwa healing complete kwake, ka vile nyi wote mnacheki."
"""sa mabro, namesea kuwa mli act kwa kuto jua, kama tu ma leaders wenu.",Sheng,"""sa mabro, namesea kuwa mli act kwa kuto jua, kama tu ma leaders wenu."
"Lakini hivi tu njo sir Godi alifulfill chenye kilielezewa through ma prophets wote, akidai that Kristo wake ange go through na kusuffer.",Sheng,"lakini hivi tu njo sir godi alifulfill chenye kilielezewa through ma prophets wote, akidai that kristo wake ange go through na kusuffer."
"Repentini basi na m-turn kwa sir Godi, njo hata dhambi zenu zi wipe-iwe off, halafu hadi matimes za kucheki refreshing zitakam from sir Godi,",Sheng,"repentini basi na m-turn kwa sir godi, njo hata dhambi zenu zi wipe-iwe off, halafu hadi matimes za kucheki refreshing zitakam from sir godi,"
"na that pia a send Christ, mwenye ali appointiwa ju yenu- yaani Jesus.",Sheng,"na that pia a send christ, mwenye ali appointiwa ju yenu- yaani jesus."
"Lazima tu abaki heaven hadi ile ma time inakam for sir Godi ku restorekila kitu, kama tuvile ali promise kitambo kupitia maprophets wake wa holy.",Sheng,"lazima tu abaki heaven hadi ile ma time inakam for sir godi ku restorekila kitu, kama tuvile ali promise kitambo kupitia maprophets wake wa holy."
"Ju Mosee alidai aje, ""Bwana mdosi sir Godi wenu atawa appointia prophet kama mimi toka kwa wasee wenu; na ni lazima mskize kila kitu chenye anawashow.",Sheng,"ju mosee alidai aje, ""bwana mdosi sir godi wenu atawa appointia prophet kama mimi toka kwa wasee wenu; na ni lazima mskize kila kitu chenye anawashow."
Mse yeyote mwenye hawezi mskiza atachujwakabisa from among wadhii wake.',Sheng,mse yeyote mwenye hawezi mskiza atachujwakabisa from among wadhii wake.'
"Vile day ya pentecost ilikam, walikuwa wote pamoja place moja.",Sheng,"vile day ya pentecost ilikam, walikuwa wote pamoja place moja."
Vi sudden sauti kama upepo strong ajabu ikakam toka heaven na kujaza hao mzima place walikuwa wamebangaiza.,Sheng,vi sudden sauti kama upepo strong ajabu ikakam toka heaven na kujaza hao mzima place walikuwa wamebangaiza.
Wakacheki chenye kilikuwa kama ulimi za moto zikiachana na kukam kutulia ju ya kila mmoja wao.,Sheng,wakacheki chenye kilikuwa kama ulimi za moto zikiachana na kukam kutulia ju ya kila mmoja wao.
Wote wakajazwa na holy spirit na wakaanza kubonga na lugha zingine mbichi vile holy spiritaliwawezesha.,Sheng,wote wakajazwa na holy spirit na wakaanza kubonga na lugha zingine mbichi vile holy spiritaliwawezesha.
Sa walikuwa awakipoleaga ndani ya jerusa wasee fulani God fearing toka kila nchi chini ya heaven.,Sheng,sa walikuwa awakipoleaga ndani ya jerusa wasee fulani god fearing toka kila nchi chini ya heaven.
"Vile waliskia hii sound, rende moja ikakam pamoja ikiwa imeshangaa,ju kila mmoja wao aliskia wale wafuasi wa JC wakibonga language yao ya home.",Sheng,"vile waliskia hii sound, rende moja ikakam pamoja ikiwa imeshangaa,ju kila mmoja wao aliskia wale wafuasi wa jc wakibonga language yao ya home."
"Wakiwa wameshangazwa vimeja wakauliza: ""Si hawa wadhii wote wanabonga wanatokezea Galilee?",Sheng,"wakiwa wameshangazwa vimeja wakauliza: ""si hawa wadhii wote wanabonga wanatokezea galilee?"
Basi itakuwaje ati kila mmoja wetu anawaskia na mothertongue yake?,Sheng,basi itakuwaje ati kila mmoja wetu anawaskia na mothertongue yake?
"Ma Parthians,ma Medes ma Elamites;wase wanaishi Mesopotamia, Judea na Cappadocia, Pontus na Asia,",Sheng,"ma parthians,ma medes ma elamites;wase wanaishi mesopotamia, judea na cappadocia, pontus na asia,"
"Hadi Phrygia na Pamphylia, Egypt na hadi places zingine huko ma Libya karibu na Cyrene; hata wdhii toka Rome",Sheng,"hadi phrygia na pamphylia, egypt na hadi places zingine huko ma libya karibu na cyrene; hata wdhii toka rome"
"(Wote ma Jew na wase wameconvert hadi Judaism); Wase waCrete na waarabu - tunawaskia wakibonga zile wonders za sir Godi na mother tongue yetu!""",Sheng,"(wote ma jew na wase wameconvert hadi judaism); wase wacrete na waarabu - tunawaskia wakibonga zile wonders za sir godi na mother tongue yetu!"""
"Wakiwa wamejazzika na pia wameshangaa, wakaulizana niaje, ""Hii inamaanisha what?""",Sheng,"wakiwa wamejazzika na pia wameshangaa, wakaulizana niaje, ""hii inamaanisha what?"""
"Wengine, lakini, wakawachongoa wakidai, ""Hawa wadhii wamekunywa kamnyweso mob.""",Sheng,"wengine, lakini, wakawachongoa wakidai, ""hawa wadhii wamekunywa kamnyweso mob."""
